nameseq,k1,k2,label
non-NeuroP023843,2.9182958340544896,3.459431618637298,0
non-NeuroP013473,3.5086949695628418,4.247927513443588,0
non-NeuroP022943,3.3927474104487847,3.584962500721156,0
non-NeuroP020843,2.054585169337799,2.9139770731827523,0
non-NeuroP050914,3.801445732171807,5.142664355548852,0
non-NeuroP050806,3.084962500721156,3.459431618637298,0
non-NeuroP038440,3.375,3.906890595608518,0
non-NeuroP009227,2.739572261986723,2.9780948881692604,0
non-NeuroP006441,3.641543445405335,4.923181998146335,0
non-NeuroP046888,3.381580488309164,3.875,0
non-NeuroP022632,3.27551566466727,4.773557262275186,0
non-NeuroP051838,3.525679385962487,4.964904158123496,0
non-NeuroP046228,3.4072682296173897,4.316827716832514,0
non-NeuroP011368,3.3660913291191936,4.058813890331201,0
non-NeuroP039339,2.8073549220576046,3.5465935642949384,0
non-NeuroP005936,2.5073801024236357,3.0849625007211556,0
non-NeuroP029284,1.9219280948873623,2.0,0
non-NeuroP013118,2.9219280948873623,3.169925001442312,0
non-NeuroP040648,3.327819531114783,3.906890595608518,0
non-NeuroP032692,3.1086949695628414,4.0374011976541135,0
non-NeuroP010930,2.9139770731827523,3.321928094887362,0
non-NeuroP023931,2.8553885422075336,3.459431618637298,0
non-NeuroP005349,3.077819531114783,3.773557262275185,0
non-NeuroP007709,2.463458298648303,3.2359263506290334,0
non-NeuroP010665,3.1462863706621045,3.875,0
non-NeuroP016578,2.251629167387823,2.321928094887362,0
non-NeuroP000243,2.725480556997868,3.0,0
non-NeuroP009639,3.039148671903071,3.7004397181410926,0
non-NeuroP010180,4.025354640694445,6.196928094887356,0
non-NeuroP009214,2.9258530145612838,4.058813890331201,0
non-NeuroP054824,3.9628336000833175,6.071311768050754,0
non-NeuroP033440,3.7825502706601744,6.147850821493607,0
non-NeuroP054959,2.6464393446710153,3.6421498816369064,0
non-NeuroP037998,2.9219280948873623,3.169925001442312,0
non-NeuroP004281,2.8993974703476995,3.6402239289418516,0
non-NeuroP002231,3.3787834934861767,3.7004397181410926,0
non-NeuroP040693,2.2516291673878226,2.321928094887362,0
non-NeuroP054108,2.321928094887362,2.0,0
non-NeuroP038030,2.816307519224645,3.75,0
non-NeuroP035872,3.4389189060525465,5.003258334775643,0
non-NeuroP000440,3.1841837197791887,4.247927513443588,0
non-NeuroP049022,2.7773627950641693,3.584962500721156,0
non-NeuroP007713,3.6234651896016463,4.584962500721156,0
non-NeuroP024703,2.747167197306934,3.969815782426811,0
non-NeuroP017131,2.845350936622437,3.121928094887362,0
non-NeuroP050289,2.75,2.8073549220576046,0
non-NeuroP034391,3.0269868333592873,3.584962500721156,0
non-NeuroP029327,3.084962500721156,3.2776134368191165,0
non-NeuroP020840,2.94770277922009,3.0,0
non-NeuroP050818,3.186604297630025,4.779094498080775,0
non-NeuroP034757,3.8261844822511737,5.433681461495203,0
non-NeuroP005193,2.9219280948873623,3.169925001442312,0
non-NeuroP008437,3.740056388266263,5.650454725419066,0
non-NeuroP012208,3.0269868333592873,3.584962500721156,0
non-NeuroP023188,2.8234665284277938,4.106377316818026,0
non-NeuroP017506,3.238901256602631,3.584962500721156,0
non-NeuroP010838,3.121928094887362,3.169925001442312,0
non-NeuroP002376,2.2516291673878226,2.321928094887362,0
non-NeuroP021006,1.9219280948873623,2.0,0
non-NeuroP025310,3.108694969562842,4.0374011976541135,0
non-NeuroP008285,2.2359263506290326,2.584962500721156,0
non-NeuroP002682,3.346439344671015,4.142664355548851,0
non-NeuroP013877,2.6688388898504303,3.807763576417195,0
non-NeuroP005024,2.923231428797621,3.52164063634332,0
non-NeuroP032526,3.039148671903071,3.7004397181410926,0
non-NeuroP023463,3.7216117239699025,4.169925001442313,0
non-NeuroP023340,2.6947814605842737,3.725480556997868,0
non-NeuroP016327,2.688721875540867,3.459431618637298,0
non-NeuroP052488,3.5385098742141103,4.66449777920046,0
non-NeuroP032157,2.3709505944546683,2.94770277922009,0
non-NeuroP005462,3.0269868333592873,3.584962500721156,0
non-NeuroP007340,2.6464393446710157,3.169925001442312,0
non-NeuroP045741,3.463280517810811,4.221928094887362,0
non-NeuroP054416,2.481714572986073,3.121928094887362,0
non-NeuroP004730,3.6863116459505085,5.841067436806763,0
non-NeuroP000381,2.5219280948873624,3.169925001442312,0
non-NeuroP021615,2.128085278891395,2.584962500721156,0
non-NeuroP015126,3.238901256602631,3.584962500721156,0
non-NeuroP016954,3.139572261986723,3.6644977792004623,0
non-NeuroP012988,1.5219280948873621,2.0,0
non-NeuroP010445,3.384183719779189,4.247927513443588,0
non-NeuroP040960,3.745008574845736,5.776209430164808,0
non-NeuroP017507,2.78845045730829,3.5465935642949384,0
non-NeuroP003337,3.3927474104487847,3.584962500721156,0
non-NeuroP026794,3.8368578808957254,5.532665279941245,0
non-NeuroP002855,3.180832987205441,3.584962500721156,0
non-NeuroP029287,3.5492933125148802,4.947702779220088,0
non-NeuroP001475,3.25,3.906890595608518,0
non-NeuroP011581,3.0708470936225187,3.905764584655453,0
non-NeuroP016854,2.7329145639793975,3.4677201004745006,0
non-NeuroP035491,3.246439344671015,4.142664355548851,0
non-NeuroP023784,3.414911221450014,4.804507667524723,0
non-NeuroP047127,3.337677779700862,4.517559429596343,0
non-NeuroP025599,3.2086949695628415,4.247927513443588,0
non-NeuroP012824,2.5,2.5216406363433186,0
non-NeuroP021197,3.0,3.906890595608518,0
non-NeuroP005404,3.6841837197791887,4.247927513443588,0
non-NeuroP038169,3.1555650133297193,4.169925001442313,0
non-NeuroP013480,3.527322799209288,4.947702779220088,0
non-NeuroP010701,3.084962500721156,3.459431618637298,0
non-NeuroP011925,3.169925001442312,3.0,0
non-NeuroP032281,3.016875695766564,3.969815782426811,0
non-NeuroP015367,2.389898095464287,3.52164063634332,0
non-NeuroP048589,2.931208948910323,3.584962500721156,0
non-NeuroP008367,3.6855880165740857,4.85216872360328,0
non-NeuroP012644,3.1018812234760187,3.75,0
non-NeuroP026282,3.1898980954642875,3.8073549220576055,0
non-NeuroP035282,3.2866294867861967,4.169925001442313,0
non-NeuroP007518,3.5585186130489057,4.221928094887362,0
non-NeuroP012146,2.6464393446710153,3.169925001442312,0
non-NeuroP003485,3.7970204317138037,4.969815782426809,0
non-NeuroP018089,2.7321588913645702,3.121928094887362,0
non-NeuroP016133,3.0957952550009344,3.321928094887362,0
non-NeuroP052097,2.6416041678685933,3.0,0
non-NeuroP010586,2.4508257945180882,3.2776134368191165,0
non-NeuroP026062,3.3086949695628416,4.142664355548851,0
non-NeuroP001179,1.8166422780956524,2.8795064608120073,0
non-NeuroP023622,3.6320336905856996,5.003258334775643,0
non-NeuroP053969,3.5707822865375243,4.9375,0
non-NeuroP013436,2.448815635725185,3.7004397181410926,0
non-NeuroP006789,2.4464393446710155,3.169925001442312,0
non-NeuroP045931,3.729462489525224,4.947613208833766,0
non-NeuroP050739,3.558518613048906,4.221928094887362,0
non-NeuroP050480,3.5841837197791886,4.142664355548851,0
non-NeuroP022609,3.1556390622295662,3.7735572622751845,0
non-NeuroP034528,3.1018812234760182,4.0,0
non-NeuroP014589,2.7898980954642876,3.6644977792004623,0
non-NeuroP000617,2.7321588913645702,3.321928094887362,0
non-NeuroP010585,3.121928094887362,3.169925001442312,0
non-NeuroP054812,3.341446071165522,4.247927513443588,0
non-NeuroP042318,2.4464393446710155,3.169925001442312,0
non-NeuroP026384,2.75,2.8073549220576046,0
non-NeuroP038984,2.9312089489103235,3.418295834054489,0
non-NeuroP021762,3.3274847819558424,4.459431618637295,0
non-NeuroP017407,3.4464393446710155,4.247927513443588,0
non-NeuroP001782,3.0269868333592873,3.584962500721156,0
non-NeuroP012715,3.7007173155627644,4.885129041304627,0
non-NeuroP036060,2.931208948910323,3.584962500721156,0
non-NeuroP020874,3.0269868333592873,3.584962500721156,0
non-NeuroP011270,1.9211854965885544,3.0269868333592873,0
non-NeuroP010765,2.9109922530150456,3.875,0
non-NeuroP017238,1.9219280948873623,2.0,0
non-NeuroP040623,2.75,2.8073549220576046,0
non-NeuroP011829,2.6312929881819005,3.625,0
non-NeuroP022401,3.077819531114783,3.640223928941851,0
non-NeuroP009174,3.18136632889146,4.058813890331201,0
non-NeuroP034412,3.817581004544718,5.774898518751396,0
non-NeuroP001436,2.4464393446710155,2.725480556997868,0
non-NeuroP015452,3.612862789361891,5.306170651709184,0
non-NeuroP045566,3.6928331995014583,4.9728347844893985,0
non-NeuroP009309,3.2359263506290334,3.7004397181410926,0
non-NeuroP022426,3.513269689515108,4.584962500721156,0
non-NeuroP010664,2.5503407095463886,3.121928094887362,0
non-NeuroP047602,3.325331817746316,4.8125,0
non-NeuroP036594,3.006238928653389,3.8073549220576055,0
non-NeuroP004625,3.506890595608519,3.8073549220576055,0
non-NeuroP017213,3.0271691184406193,3.121928094887362,0
non-NeuroP008972,3.260828171224457,4.169925001442313,0
non-NeuroP000674,1.5288018145253182,2.5941178916311856,0
non-NeuroP021805,3.3086949695628416,4.247927513443588,0
non-NeuroP044243,3.0306390622295662,3.773557262275185,0
non-NeuroP047141,3.0220552088742005,3.459431618637298,0
non-NeuroP017856,3.121928094887362,3.169925001442312,0
non-NeuroP016586,3.0269868333592873,3.584962500721156,0
non-NeuroP000385,2.8423709931771093,3.7004397181410926,0
non-NeuroP004000,3.016875695766564,3.969815782426811,0
non-NeuroP034847,2.94770277922009,3.0,0
non-NeuroP013558,3.6931498024738114,4.969815782426809,0
non-NeuroP016799,2.8464393446710154,3.169925001442312,0
non-NeuroP050939,3.309718983324437,4.700439718141092,0
non-NeuroP002403,3.2998963911678914,4.297079327540665,0
non-NeuroP030169,3.5608785854500953,5.061482186720775,0
non-NeuroP016189,3.4182958340544896,4.436605434317882,0
non-NeuroP050013,3.8298381022278956,5.811718950490595,0
non-NeuroP011716,2.6464393446710153,3.169925001442312,0
non-NeuroP036532,2.721928094887362,3.169925001442312,0
non-NeuroP047366,3.0957952550009344,3.321928094887362,0
non-NeuroP006571,2.751629167387823,3.459431618637298,0
non-NeuroP046068,2.896291529045928,3.7004397181410926,0
non-NeuroP052117,2.6464393446710153,2.94770277922009,0
non-NeuroP027718,2.9219280948873623,3.169925001442312,0
non-NeuroP014069,3.0957952550009344,3.321928094887362,0
non-NeuroP025191,3.057476076289932,4.0,0
non-NeuroP048273,3.3482071965997537,4.663909765557392,0
non-NeuroP024187,3.0957952550009344,3.321928094887362,0
non-NeuroP014925,2.918295834054489,3.459431618637298,0
non-NeuroP036029,2.8464393446710154,3.169925001442312,0
non-NeuroP037234,2.4508257945180882,3.2776134368191165,0
non-NeuroP004412,2.968665781917759,3.875,0
non-NeuroP005223,3.321928094887362,4.247927513443588,0
non-NeuroP000036,2.413088436425758,3.321928094887362,0
non-NeuroP012847,2.3685225277282065,2.9219280948873623,0
non-NeuroP013755,3.4500288754484654,4.748394345536403,0
non-NeuroP009789,3.3087513512471665,4.321928094887363,0
non-NeuroP027860,4.05908499735858,6.243354778803446,0
non-NeuroP012779,3.521640636343319,3.7004397181410926,0
non-NeuroP011977,3.2402239289418517,3.8073549220576055,0
non-NeuroP045515,3.8349625007211565,4.523561956057013,0
non-NeuroP046277,1.9182958340544893,2.321928094887362,0
non-NeuroP000247,3.1898980954642875,3.8073549220576055,0
non-NeuroP054582,2.609850166028943,3.875,0
non-NeuroP002035,2.984234164652489,3.875,0
non-NeuroP014745,2.725480556997868,3.0,0
non-NeuroP052098,2.8553885422075336,3.459431618637298,0
non-NeuroP024099,3.4992275471326932,4.0,0
non-NeuroP016584,3.1709505944546685,4.247927513443588,0
non-NeuroP011407,2.94770277922009,3.0,0
non-NeuroP017241,3.2359263506290334,3.7004397181410926,0
non-NeuroP052675,2.9000516989995435,3.905764584655453,0
non-NeuroP012419,3.2390979179887864,3.969815782426811,0
non-NeuroP055233,3.36030597770208,4.459431618637295,0
non-NeuroP003759,2.94770277922009,3.0,0
non-NeuroP013126,2.8895494308620884,4.0,0
non-NeuroP054929,2.121928094887362,2.6416041678685933,0
non-NeuroP016280,3.3230741894285694,4.418295834054489,0
non-NeuroP006349,2.8553885422075336,3.277613436819116,0
non-NeuroP007871,2.2516291673878226,2.321928094887362,0
non-NeuroP012853,2.8073549220576046,2.584962500721156,0
non-NeuroP004368,2.9464393446710155,4.142664355548851,0
non-NeuroP000028,2.9139770731827523,3.321928094887362,0
non-NeuroP010262,3.2430741894285693,4.334962500721157,0
non-NeuroP029018,3.378783493486176,3.7004397181410926,0
non-NeuroP048160,2.9477027792200903,3.0,0
non-NeuroP029788,3.7622673906514947,4.459431618637295,0
non-NeuroP044585,2.663532754804255,3.121928094887362,0
non-NeuroP046348,3.4917292966721747,4.82516405232236,0
non-NeuroP028882,2.5032583347756456,3.0,0
non-NeuroP038114,3.5616073922012146,4.643856189774723,0
non-NeuroP027911,3.039148671903071,3.7004397181410926,0
non-NeuroP015763,2.792481250360578,3.2776134368191165,0
non-NeuroP011117,3.3248629576173574,3.7004397181410926,0
non-NeuroP046926,3.0220552088742,3.2776134368191165,0
non-NeuroP001348,3.327819531114783,3.7735572622751845,0
non-NeuroP007942,1.8676338909712125,2.8464393446710154,0
non-NeuroP012260,3.2359263506290334,3.7004397181410926,0
non-NeuroP003457,3.095795255000934,3.321928094887362,0
non-NeuroP005181,3.182005814760214,3.7004397181410926,0
non-NeuroP021535,3.1898980954642875,3.8073549220576055,0
non-NeuroP046024,2.521928094887362,2.725480556997868,0
non-NeuroP042995,2.75,2.8073549220576046,0
non-NeuroP032943,3.0849625007211556,3.459431618637298,0
non-NeuroP012443,2.987090041620335,4.321928094887363,0
non-NeuroP016395,3.0849625007211556,3.0957952550009344,0
non-NeuroP020661,3.4859140666137804,4.9260374290200755,0
non-NeuroP011425,3.202819531114783,3.6402239289418516,0
non-NeuroP022474,3.0269868333592873,3.584962500721156,0
non-NeuroP034957,3.4709331072506795,4.8647266763812915,0
non-NeuroP014238,3.621928094887362,4.142664355548851,0
non-NeuroP003761,3.3055827189670937,4.66449777920046,0
non-NeuroP047328,3.1464393446710153,3.8268748818646396,0
non-NeuroP017696,2.217021885879718,3.3927474104487847,0
non-NeuroP022912,3.7775671571169283,5.131556065016094,0
non-NeuroP012927,3.91864924534409,5.917926965422207,0
non-NeuroP050402,2.8731406795131336,3.584962500721156,0
non-NeuroP009908,3.3502090290998976,4.08746284125034,0
non-NeuroP012333,3.480167084245813,4.6808134280893965,0
non-NeuroP012786,2.9312089489103235,3.418295834054489,0
non-NeuroP010368,2.8150724101159437,3.4182958340544896,0
non-NeuroP031586,1.3709505944546687,1.5,0
non-NeuroP028973,2.4193819456463714,3.0,0
non-NeuroP011633,2.3685225277282065,3.321928094887362,0
non-NeuroP015008,3.5464393446710156,4.142664355548851,0
non-NeuroP042635,4.02980698580804,6.020264176439767,0
non-NeuroP045094,3.9424715586260946,5.74022392894185,0
non-NeuroP005517,2.321928094887362,2.0,0
non-NeuroP031989,3.978862588448631,6.278297150360795,0
non-NeuroP030463,3.944201398305196,5.896225992744114,0
non-NeuroP055488,3.593269689515108,4.501629167387823,0
non-NeuroP026388,3.3660913291191936,4.169925001442313,0
non-NeuroP009987,3.3841837197791884,4.142664355548851,0
non-NeuroP045919,3.2608281712244565,4.169925001442313,0
non-NeuroP016113,3.170950594454668,4.142664355548851,0
non-NeuroP045233,3.2402239289418517,3.8073549220576055,0
non-NeuroP047401,3.1898980954642866,3.8073549220576055,0
non-NeuroP055062,2.7321588913645707,3.321928094887362,0
non-NeuroP052660,3.180832987205441,3.584962500721156,0
non-NeuroP004009,2.739572261986723,3.6644977792004623,0
non-NeuroP005445,3.32323142879762,3.8073549220576055,0
non-NeuroP053520,2.6464393446710153,3.169925001442312,0
non-NeuroP009311,2.4056390622295662,2.8073549220576046,0
non-NeuroP047598,3.446512867948921,5.083127836047133,0
non-NeuroP028512,3.180832987205441,3.584962500721156,0
non-NeuroP021204,2.321928094887362,3.169925001442312,0
non-NeuroP041738,3.0220552088742,3.2776134368191165,0
non-NeuroP055663,2.6464393446710153,3.169925001442312,0
non-NeuroP031320,3.321928094887362,3.169925001442312,0
non-NeuroP000814,3.5395722619867227,4.625053839880556,0
non-NeuroP021811,2.6084585933443494,3.6402239289418516,0
non-NeuroP012570,3.1219280948873624,4.247927513443588,0
non-NeuroP038459,3.4104172527605203,4.0,0
non-NeuroP007324,3.2639334294856344,3.875,0
non-NeuroP048332,3.1018812234760182,4.0,0
non-NeuroP009316,2.845350936622437,3.321928094887362,0
non-NeuroP017049,3.0841837197791886,3.9976702764876153,0
non-NeuroP010238,2.3219280948873626,3.169925001442312,0
non-NeuroP013229,2.75,2.8073549220576046,0
non-NeuroP023851,3.8092160802052413,4.993237149412737,0
non-NeuroP042734,2.5220552088742005,3.459431618637298,0
non-NeuroP026463,2.6464393446710153,3.169925001442312,0
non-NeuroP000948,3.7476030278100154,5.19529593449622,0
non-NeuroP024964,3.3232314287976203,3.8073549220576055,0
non-NeuroP043019,3.182005814760214,3.7004397181410926,0
non-NeuroP025512,2.4834585933443494,3.640223928941851,0
non-NeuroP043303,2.6464393446710153,3.169925001442312,0
non-NeuroP003101,2.725480556997868,3.0,0
non-NeuroP010885,3.799873730859801,5.028639311838574,0
non-NeuroP042763,2.8962915290459286,3.7004397181410926,0
non-NeuroP001344,1.8389205950315937,2.9852281360342525,0
non-NeuroP022399,3.195185826097171,4.706890595608519,0
non-NeuroP043920,3.07059811909008,4.606739354015323,0
non-NeuroP010222,3.577819531114783,3.906890595608518,0
non-NeuroP017352,2.610577243331643,3.5465935642949384,0
non-NeuroP002771,3.9702453684779853,5.871178126382221,0
non-NeuroP011580,2.7806390622295662,3.906890595608518,0
non-NeuroP010911,2.8522170014624826,3.906890595608518,0
non-NeuroP004597,3.361406329721842,4.651084443403434,0
non-NeuroP017292,3.1395722619867223,3.8073549220576055,0
non-NeuroP018991,3.6612314057601854,4.871178126382214,0
non-NeuroP021320,3.2930127887394978,4.521640636343317,0
non-NeuroP049755,3.3230741894285694,4.501629167387823,0
non-NeuroP018761,3.1238561897747243,4.501629167387823,0
non-NeuroP012763,2.7395722619867224,3.52164063634332,0
non-NeuroP019452,3.819548827786958,4.954196310386877,0
non-NeuroP026165,3.402518266288633,4.607264455478377,0
non-NeuroP009975,3.489271461954102,5.019060684834029,0
non-NeuroP006084,3.0503018554349826,4.058813890331201,0
non-NeuroP001934,2.725480556997868,3.0,0
non-NeuroP023064,3.821928094887362,4.247927513443588,0
non-NeuroP017909,2.7534343861887853,3.7004397181410926,0
non-NeuroP024445,3.8746445263326614,5.247927513443589,0
non-NeuroP032221,2.610577243331642,3.180832987205441,0
non-NeuroP047284,2.7219280948873625,3.169925001442312,0
non-NeuroP015516,3.182005814760214,3.7004397181410926,0
non-NeuroP049147,3.1808329872054406,4.293660689688184,0
non-NeuroP026020,2.725480556997868,2.75,0
non-NeuroP053674,3.0269868333592873,3.418295834054489,0
non-NeuroP015750,2.984234164652489,3.875,0
non-NeuroP000002,3.890319531114783,4.889680181354619,0
non-NeuroP048822,3.2359263506290334,3.5465935642949384,0
non-NeuroP007658,3.5263039714678293,4.706890595608519,0
non-NeuroP050294,3.816564901593317,5.807009421281393,0
non-NeuroP012131,3.246439344671016,4.247927513443588,0
non-NeuroP009521,3.2776134368191165,3.321928094887362,0
non-NeuroP013279,3.08232813685843,4.321928094887363,0
non-NeuroP008031,3.070847093622519,4.058813890331201,0
non-NeuroP021291,2.896291529045928,3.546593564294939,0
non-NeuroP009081,3.5434651896016467,4.334962500721156,0
non-NeuroP012716,3.4841837197791885,4.247927513443588,0
non-NeuroP001048,2.5,2.8073549220576046,0
non-NeuroP024691,2.6235166412180155,3.584962500721156,0
non-NeuroP049361,3.2806390622295662,3.906890595608518,0
non-NeuroP030531,3.748994803525096,4.321928094887363,0
non-NeuroP008201,3.5599000019230833,4.623516641218014,0
non-NeuroP053398,3.2303964110993886,4.257756064128517,0
non-NeuroP052836,3.4160239758588564,4.862575937540274,0
non-NeuroP017524,3.3660913291191936,3.9477027792200903,0
non-NeuroP041920,3.9292292966721747,4.889680181354619,0
non-NeuroP008361,2.815922063835166,3.6644977792004623,0
non-NeuroP010068,3.238901256602631,3.584962500721156,0
non-NeuroP008422,3.2390979179887864,3.8521687236032816,0
non-NeuroP014194,3.8314731990659814,5.540223928941851,0
non-NeuroP037764,3.308694969562842,4.142664355548851,0
non-NeuroP043097,2.5,2.8073549220576046,0
non-NeuroP039314,3.4593212709758836,4.871178126382214,0
non-NeuroP012163,3.3927474104487847,3.584962500721156,0
non-NeuroP053576,1.950212064914747,1.9182958340544893,0
non-NeuroP002980,3.5768278376013902,5.201841232302571,0
non-NeuroP054187,3.121928094887362,3.169925001442312,0
non-NeuroP018064,3.084962500721156,3.459431618637298,0
non-NeuroP012193,2.446439344671015,3.169925001442312,0
non-NeuroP055567,2.8954238702803163,3.875,0
non-NeuroP008093,2.8464393446710154,3.169925001442312,0
non-NeuroP051618,3.1813663288914595,4.169925001442313,0
non-NeuroP049126,2.1556390622295662,2.8073549220576046,0
non-NeuroP020354,3.8435708070513233,6.0872169879308995,0
non-NeuroP043482,4.0105547771300545,5.955555748122333,0
non-NeuroP011707,3.3908054820769826,4.39231742277876,0
non-NeuroP004188,3.691428031846024,4.825164052322361,0
non-NeuroP013272,2.9744183139072824,4.513153408920675,0
non-NeuroP018279,3.378783493486176,3.7004397181410926,0
non-NeuroP031800,3.6351907389555476,5.8405724757643736,0
non-NeuroP032537,3.0220552088742,3.459431618637298,0
non-NeuroP022189,3.2776134368191165,3.321928094887362,0
non-NeuroP051055,3.077819531114783,3.906890595608518,0
non-NeuroP053875,2.2359263506290326,2.584962500721156,0
non-NeuroP055462,2.8993974703476995,3.906890595608518,0
non-NeuroP033642,3.9806120413646635,6.188745200818135,0
non-NeuroP040992,3.1395722619867223,3.6644977792004623,0
non-NeuroP012747,2.3709505944546687,2.9477027792200903,0
non-NeuroP025223,3.182005814760214,3.7004397181410926,0
non-NeuroP010181,3.1018812234760182,4.0,0
non-NeuroP001827,3.0086949695628418,4.142664355548851,0
non-NeuroP006043,3.4182958340544896,3.459431618637298,0
non-NeuroP015361,3.970835796685309,5.839887964575102,0
non-NeuroP014013,3.180832987205441,3.418295834054489,0
non-NeuroP010193,3.1555650133297193,4.058813890331201,0
non-NeuroP035425,3.531941205546659,4.700439718141092,0
non-NeuroP007135,1.9219280948873623,2.0,0
non-NeuroP008140,3.5841837197791886,4.247927513443588,0
non-NeuroP044111,2.721928094887362,3.169925001442312,0
non-NeuroP004116,2.9312089489103235,3.584962500721156,0
non-NeuroP012362,3.180832987205441,3.584962500721156,0
non-NeuroP049561,3.227217001462482,4.696131794257844,0
non-NeuroP040901,2.6535442970305683,3.418295834054489,0
non-NeuroP028315,3.4548223999466066,4.0,0
non-NeuroP024523,2.446439344671015,3.169925001442312,0
non-NeuroP010077,1.8423709931771088,2.584962500721156,0
non-NeuroP022300,3.03856233607563,3.8521687236032816,0
non-NeuroP001878,3.501397825434103,4.368522527728205,0
non-NeuroP017477,3.039148671903071,3.7004397181410926,0
non-NeuroP043341,3.0,2.8073549220576046,0
non-NeuroP046547,3.733170932050847,5.788558023713836,0
non-NeuroP055209,2.128085278891395,2.584962500721156,0
non-NeuroP007838,1.7219280948873623,2.725480556997868,0
non-NeuroP011914,2.875,3.6402239289418516,0
non-NeuroP011996,3.4841837197791885,4.142664355548851,0
non-NeuroP017910,2.970840013101986,3.905764584655453,0
non-NeuroP055309,2.321928094887362,2.0,0
non-NeuroP004080,2.9219280948873623,2.94770277922009,0
non-NeuroP055099,1.4056390622295662,2.128085278891395,0
non-NeuroP054857,3.7381493331928657,4.643856189774723,0
non-NeuroP018231,2.8954238702803163,4.0,0
non-NeuroP010531,3.1898980954642875,3.8073549220576055,0
non-NeuroP022917,3.1180782093497093,4.201841232302569,0
non-NeuroP026725,3.2946635862096048,4.277613436819114,0
non-NeuroP025326,2.9219280948873623,3.169925001442312,0
non-NeuroP004997,2.682588730501833,3.6644977792004623,0
non-NeuroP002529,3.221928094887362,4.247927513443588,0
non-NeuroP004879,2.5220552088742005,3.0271691184406193,0
non-NeuroP046159,3.4880862177448697,4.871178126382214,0
non-NeuroP017348,2.8423709931771093,3.7004397181410926,0
non-NeuroP001873,3.3787834934861767,3.7004397181410926,0
non-NeuroP042399,3.620936064750772,4.66449777920046,0
non-NeuroP017913,2.860964047443681,3.8924071185928786,0
non-NeuroP008275,3.3502090290998976,4.08746284125034,0
non-NeuroP017604,3.2859175795054956,4.651084443403434,0
non-NeuroP018799,3.084962500721156,3.459431618637298,0
non-NeuroP031948,2.339572261986723,2.9780948881692613,0
non-NeuroP029929,3.0560209680578816,4.4838561897747224,0
non-NeuroP033570,3.2516291673878226,3.459431618637298,0
non-NeuroP016114,3.189898095464287,3.6644977792004623,0
non-NeuroP009655,3.2402239289418517,3.8073549220576055,0
non-NeuroP048596,3.632328182250055,5.17223367521999,0
non-NeuroP033502,3.1464393446710153,4.142664355548851,0
non-NeuroP051036,1.4182958340544896,2.0403733936884962,0
non-NeuroP000131,3.3464393446710154,4.0374011976541135,0
non-NeuroP013368,3.3400317936995276,4.573557262275185,0
non-NeuroP018134,3.6841837197791887,4.247927513443588,0
non-NeuroP023328,1.8423709931771088,2.2516291673878226,0
non-NeuroP013756,3.692279682039657,4.7068905956085185,0
non-NeuroP042837,3.572573883611434,5.0289919624519905,0
non-NeuroP005935,3.493660689688185,4.584962500721156,0
non-NeuroP010609,3.106890595608518,3.521640636343319,0
non-NeuroP007109,3.1018812234760182,4.0,0
non-NeuroP011596,2.7321588913645707,3.321928094887362,0
non-NeuroP021339,3.182005814760214,3.7004397181410926,0
non-NeuroP046042,3.9370627250299686,5.508758439731459,0
non-NeuroP009179,2.9219280948873623,3.169925001442312,0
non-NeuroP013274,2.5849625007211565,3.2776134368191165,0
non-NeuroP020849,3.4414280318460246,4.889680181354619,0
non-NeuroP050634,2.6464393446710157,3.169925001442312,0
non-NeuroP012258,3.4193819456463714,3.969815782426811,0
non-NeuroP024357,3.6514789228933084,4.680813428089397,0
non-NeuroP003033,3.418295834054489,3.459431618637298,0
non-NeuroP021523,3.745280918380689,5.566108939837485,0
non-NeuroP041489,3.630412660873998,4.321928094887363,0
non-NeuroP002494,3.221928094887362,3.932138039759377,0
non-NeuroP054401,4.054138369855338,6.015744197516808,0
non-NeuroP040130,3.479247206654515,5.745691208039531,0
non-NeuroP030913,2.9182958340544896,3.2776134368191165,0
non-NeuroP027314,3.91728442359634,6.254451244204383,0
non-NeuroP009623,2.584962500721156,2.321928094887362,0
non-NeuroP048646,3.3787834934861767,3.7004397181410926,0
non-NeuroP007441,3.556656707462823,4.754887502163471,0
non-NeuroP016604,2.721928094887362,2.94770277922009,0
non-NeuroP021713,3.3082708345352603,4.08746284125034,0
non-NeuroP029024,2.9852281360342525,3.5465935642949384,0
non-NeuroP055040,2.94770277922009,3.0,0
non-NeuroP021992,3.2210972500579578,4.058813890331201,0
non-NeuroP028990,4.0625552371549745,6.106603137064475,0
non-NeuroP027397,3.2390979179887864,4.08746284125034,0
non-NeuroP047891,2.9219280948873623,2.94770277922009,0
non-NeuroP007268,3.0365766899407327,4.436605434317882,0
non-NeuroP049632,2.6464393446710157,3.169925001442312,0
non-NeuroP046029,3.0565647621309537,3.8073549220576055,0
non-NeuroP037955,3.121928094887362,3.169925001442312,0
non-NeuroP015233,2.584962500721156,2.321928094887362,0
non-NeuroP028619,3.32323142879762,3.8073549220576055,0
non-NeuroP013646,3.48059815828381,5.047291203466791,0
non-NeuroP008825,3.1555650133297197,4.169925001442313,0
non-NeuroP006067,3.6550455468258036,4.6808134280893965,0
non-NeuroP049108,3.2359263506290334,3.7004397181410926,0
non-NeuroP013529,2.7219280948873625,3.169925001442312,0
